|6.6.6
faL_1373-2273-10
           2
 T(K)
   1373.15000000000
   10.0000000000000
          91
 P(bar)
   1.00000000000000
   1.00000000000000
           1
          29
      T(K)           P(bar)   g(J/mol)       h(J/mol)       log10[Keq]     s(J/mol/K)     cp(J/mol/K)    v(J/mol/bar)   alpha(1/K)     beta(1/bar)    N(g/mol)       rho(kg/m3)     Gruneisen_T    Ks(bar)        KsT(bar/K)     KsP            Gs(bar)        GsT(bar/K)     GsP            v0(km/s)       v0T(km/s/K)    v0P(km/s/bar)  vp(km/s)       vpT(km/s/K)    vpP(km/s/bar)  vs(km/s)       vsT(km/s/K)    vsP(km/s/bar)  cp/cv
  2063.150       1.000000      -2059138.      -888482.9       52.13236       567.4115       243.7000       5.649873      0.6049018E-03  0.2921843E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2073.150       1.000000      -2064818.      -886045.9       52.02400       568.5898       243.7000       5.655928      0.6055495E-03  0.2933336E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2083.150       1.000000      -2070510.      -883608.9       51.91698       569.7625       243.7000       5.661988      0.6061979E-03  0.2944898E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2093.150       1.000000      -2076213.      -881171.9       51.81128       570.9295       243.7000       5.668055      0.6068469E-03  0.2956530E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2103.150       1.000000      -2081928.      -878734.9       51.70687       572.0910       243.7000       5.674129      0.6074967E-03  0.2968233E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2113.150       1.000000      -2087655.      -876297.9       51.60373       573.2470       243.7000       5.680209      0.6081471E-03  0.2980007E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2123.150       1.000000      -2093393.      -873860.9       51.50185       574.3976       243.7000       5.686296      0.6087983E-03  0.2991852E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2133.150       1.000000      -2099143.      -871423.9       51.40121       575.5427       243.7000       5.692389      0.6094501E-03  0.3003770E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2143.150       1.000000      -2104904.      -868986.9       51.30178       576.6825       243.7000       5.698489      0.6101026E-03  0.3015761E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2153.150       1.000000      -2110676.      -866549.9       51.20356       577.8169       243.7000       5.704595      0.6107559E-03  0.3027825E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2163.150       1.000000      -2116460.      -864112.9       51.10651       578.9462       243.7000       5.710708      0.6114098E-03  0.3039964E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2173.150       1.000000      -2122255.      -861675.9       51.01063       580.0702       243.7000       5.716827      0.6120644E-03  0.3052177E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
